SITE_ID,YEAR,PTL,NTL,CHLA,COLOR,SECMEAN
NLA06608-0102,2007,1,137,1.2,16,4.37
NLA06608-0104,2007,94.33333333333333,1100,36.201,15.333333333333334,0.315
NLA06608-0105,2007,107.33333333333333,409.3333333333333,15.738666666666667,9.666666666666666,0.84
NLA06608-0107,2007,3,520,2.315,4,NA
NLA06608-0110,2007,12,491,1.771,4,3.85
NLA06608-0111,2007,6,343,3.256,8,1.68
NLA06608-0112,2007,96,1266,84.764,16,0.51
NLA06608-0113,2007,9,190,4.688,7,2.3
NLA06608-0115,2007,5,540,1.352,2,2.6
NLA06608-0116,2007,26,271,2.816,15,1.43
NLA06608-0120,2007,247.5,1215,2.162,25,0.33999999999999997
NLA06608-0124,2007,213,340,31.586,88,0.2
NLA06608-0126,2007,572,6595,318.12,41.666666666666664,0.16
NLA06608-0127,2007,19,641,5.92,17,2.2
NLA06608-0128,2007,368.3333333333333,3091.6666666666665,167.19166666666666,36.333333333333336,0.595
NLA06608-0129,2007,2.75,143.25,0.51425,2.25,7.055
NLA06608-0130,2007,36,2234,12.912,28,1.63
NLA06608-0132,2007,56,466,8.107,5,1.35
NLA06608-0134,2007,4,156,1.576,0,7.6
NLA06608-0137,2007,3,82,1.326,9,9.9
NLA06608-0139,2007,33,763,12.8,16,1.35
NLA06608-0140,2007,173,1158,52.56,20,0.53
NLA06608-0141,2007,73,975,110.16,9,0.52
NLA06608-0142,2007,7,293,1.364,9,4.7
NLA06608-0144,2007,68.5,824.5,14.040000000000001,18,0.73
NLA06608-0148,2007,16,342,1.866,0,2.8
NLA06608-0149,2007,12,220,4.18,5,2.3
NLA06608-0150,2007,16,366,8.224,12,1.97
NLA06608-0152,2007,21,521,5.2,13,1.2
NLA06608-0153,2007,34,656,10.4,18,1.68
NLA06608-0155,2007,114,1520,79.8,33,0.87
NLA06608-0158,2007,16,651,3.136,6,5.58
NLA06608-0161,2007,30,1069,39,24,0.65
NLA06608-0162,2007,14,244,2.56,20,2.15
NLA06608-0167,2007,1107,14871,724.3199999999999,35,0.1
NLA06608-0168,2007,61,866,21.76,29,0.4
NLA06608-0169,2007,51,453.3333333333333,10.745000000000001,7.333333333333333,3.5
NLA06608-0170,2007,8,780,1.435,0,NA
NLA06608-0173,2007,57,2218,70.4,6,0.22
NLA06608-0174,2007,14.666666666666666,863.6666666666666,6.181333333333333,6.333333333333333,1.9
NLA06608-0175,2007,55,698,19.68,8,0.91
NLA06608-0176,2007,207,848,25.76,12,0.29
NLA06608-0177,2007,6,177,3.576,19,2.75
NLA06608-0179,2007,248,6905.333333333333,84.61333333333333,30.666666666666668,0.485
NLA06608-0180,2007,61,721,30.615,31,0.24
NLA06608-0181,2007,6,514,1.381,6,7
NLA06608-0183,2007,68,907,30.096,8,1.1
NLA06608-0184,2007,100,1049,40.752,15,0.35
NLA06608-0185,2007,9,284,3.128,15,NA
NLA06608-0189,2007,71.33333333333333,732.3333333333334,48.576,12.666666666666666,0.48
NLA06608-0190,2007,16,666,5.168,11,2.45
NLA06608-0191,2007,1,48,1.129,0,6.9
NLA06608-0193,2007,3,71,0.302,7,NA
NLA06608-0195,2007,447,1955,15.552,37,0.83
NLA06608-0196,2007,94,1250,31.4,19,0.83
NLA06608-0198,2007,25,353,10.672,4,2.1
NLA06608-0201,2007,3,40,0.797,0,7.75
NLA06608-0203,2007,1,239,0.772,2,4.48
NLA06608-0204,2007,125,1355,68.85,17,0.4
NLA06608-0207,2007,16.333333333333332,387.3333333333333,7.778,5.666666666666667,1.9
NLA06608-0208,2007,162,1687,65.6,8,0.28
NLA06608-0209,2007,5,214.66666666666666,3.5653333333333332,5.333333333333333,5.859999999999999
NLA06608-0211,2007,42,1340,9.067,26,NA
NLA06608-0212,2007,8,88,4.36,3,2.1
NLA06608-0215,2007,83,1463,58.464,14,0.68
NLA06608-0216,2007,619,1367,19.2,30,0.35
NLA06608-0217,2007,6,508,17.6,12,1.13
NLA06608-0219,2007,36,1826,55.584,31,0.35
NLA06608-0220,2007,872,22613,871.2,62,0.1
NLA06608-0221,2007,38,594,31.68,26,0.72
NLA06608-0222,2007,114,2008,38.736,29,0.48
NLA06608-0223,2007,44,662.3333333333334,44.31466666666667,5,1.015
NLA06608-0224,2007,9.666666666666666,347.6666666666667,2.541,2.3333333333333335,2.395
NLA06608-0225,2007,19.333333333333332,271.3333333333333,1.1386666666666667,4,3.075
NLA06608-0226,2007,8,328,5.888,20,2.43
NLA06608-0228,2007,48.666666666666664,509.6666666666667,6.935,9,2.5250000000000004
NLA06608-0229,2007,4,219,3.6,9,3
NLA06608-0234,2007,14,584,4.776,9,3.3
NLA06608-0235,2007,8,626,7.8,11,1.65
NLA06608-0237,2007,24,633,3.0454999999999997,25.5,NA
NLA06608-0238,2007,7,265,2.976,0,3.9
NLA06608-0239,2007,36,383,2.659,10,1.9
NLA06608-0240,2007,14,396,2.104,7,3.05
NLA06608-0241,2007,80,774,9.744,11,0.35
NLA06608-0242,2007,20,300,2.872,30,2.6
NLA06608-0243,2007,7,203,1.821,5,3.89
NLA06608-0244,2007,15,436,6,9,1.03
NLA06608-0245,2007,11,329,2.656,5,5.15
NLA06608-0247,2007,202,1625,55.8,14,1.19
NLA06608-0253,2007,127,968,32.544,34,0.83
NLA06608-0254,2007,175,2816,49.6,16,0.6
NLA06608-0255,2007,4,276,2.438,16,3.63
NLA06608-0257,2007,1,79,1.147,7,4.65
NLA06608-0259,2007,613,3172,48.24,50,0.55
NLA06608-0260,2007,8,136,1.273,6,3.7
NLA06608-0268,2007,20,464,7.7,20,1.05
NLA06608-0271,2007,99,857,30.04,12,0.38
NLA06608-0275,2007,331,3084,6.72,30,0.75
NLA06608-0276,2007,7,254,1.978,4,7.4
NLA06608-0277,2007,117,451,12.928,5,0.55
NLA06608-0279,2007,239,4600,126.267,20,0.25
NLA06608-0280,2007,81,1229,20.952,121,0.98
NLA06608-0281,2007,44,639,25.097,17,0.73
NLA06608-0283,2007,33,381,9.86,18,0.54
NLA06608-0284,2007,79,865,20.8,13,0.46
NLA06608-0285,2007,138,4222,35.28,15,0.55
NLA06608-0286,2007,5,413,2.224,6,5.42
NLA06608-0290,2007,460,940,13.434666666666667,18,0.275
NLA06608-0291,2007,13,553,3.624,0,3.65
NLA06608-0293,2007,30,759,21.888,12,1.2
NLA06608-0294,2007,1,343,2.336,9,5.05
NLA06608-0295,2007,242,2026,5.733,15,0.67
NLA06608-0297,2007,31,587,14.133,14,1.13
NLA06608-0299,2007,18,915,3.776,16,2.85
NLA06608-0302,2007,1871,6934,203.76,50,0.22
NLA06608-0303,2007,79,1523,84.24,15,0.63
NLA06608-0306,2007,271,1525,38.733,19,0.15
NLA06608-0312,2007,35,355,19.2,6,0.9
NLA06608-0313,2007,24,279,15.08,27,0.73
NLA06608-0318,2007,43,847,13.888,23,1.65
NLA06608-0319,2007,16,251,4.48,5,1.45
NLA06608-0324,2007,21,248,4.816,5,1.5
NLA06608-0325,2007,50,814,46,31,0.55
NLA06608-0326,2007,5,225,1.262,11,4.25
NLA06608-0327,2007,13,281,56.736,6,0.31
NLA06608-0328,2007,76.66666666666667,1097,106.512,22.666666666666668,0.48
NLA06608-0330,2007,13,289,1.104,14,3.95
NLA06608-0332,2007,11,260,6.444,8,1.93
NLA06608-0333,2007,15,282,5.04,2,2.5
NLA06608-0334,2007,142,1834,5.88,26,1.63
NLA06608-0337,2007,23,586,7.84,35,3.03
NLA06608-0339,2007,376,1659,7.44,14,1.95
NLA06608-0340,2007,23,333,9.904,22,1.87
NLA06608-0341,2007,23,333,5.28,7,3.65
NLA06608-0343,2007,117,2606,45.36,19,1.36
NLA06608-0344,2007,53,848,24.8,10,1
NLA06608-0345,2007,22,511,6.048,10,2.45
NLA06608-0350,2007,18,902,17.44,46,1.15
NLA06608-0354,2007,5,188,2.088,5,NA
NLA06608-0356,2007,167,2897,110.7,12,1.85
NLA06608-0357,2007,14,276,5.616,15,1.78
NLA06608-0358,2007,7,209,3.687,16,2.23
NLA06608-0359,2007,191,1296,42.655,20,0.3
NLA06608-0361,2007,19,171,11.856,8,1.98
NLA06608-0363,2007,18,567,11.68,5,1.7
NLA06608-0366,2007,14,601,7.568,12,2.55
NLA06608-0367,2007,54,2157,59.4,13,0.29
NLA06608-0369,2007,1,163,1.744,7,6
NLA06608-0372,2007,16,229,3.16,12,5.4
NLA06608-0373,2007,1,104,0.68,0,7.74
NLA06608-0376,2007,6,324,4.245,19,1.73
NLA06608-0377,2007,46,850,44.928,12,0.55
NLA06608-0378,2007,9,223,0.548,0,3
NLA06608-0384,2007,68,4291,3.387,31,NA
NLA06608-0385,2007,51,1834,2.312,22,NA
NLA06608-0386,2007,9,475,0.832,8,6.8
NLA06608-0388,2007,17.666666666666668,56.333333333333336,0.3556666666666667,0.3333333333333333,3.99
NLA06608-0393,2007,8,101,1.239,1,2.74
NLA06608-0395,2007,13,231,30.4,8,0.68
NLA06608-0399,2007,13,586,3.352,39,2.27
NLA06608-0401,2007,10,279,16.16,5,1.87
NLA06608-0402,2007,142,1612.3333333333333,67.68,11.666666666666666,1.33
NLA06608-0403,2007,20,485,5.36,3,2.05
NLA06608-0405,2007,16,458,8.56,9,2.55
NLA06608-0406,2007,4,172,1.232,2,NA
NLA06608-0407,2007,762,2872,1.813,37,2.47
NLA06608-0408,2007,15,270,5.667,5,1.17
NLA06608-0413,2007,106,581,108.576,43,0.95
NLA06608-0414,2007,40,1296,6.688,125,0.9
NLA06608-0418,2007,8,296,2.184,8,NA
NLA06608-0421,2007,9,537,2.184,14,2.9
NLA06608-0425,2007,234,1433,16.16,15,1.43
NLA06608-0426,2007,5,574,3.12,5,3.6
NLA06608-0432,2007,218,644,24.8,6,0.31
NLA06608-0433,2007,7,422,1.68,15,5.05
NLA06608-0435,2007,78,1824,23.2,54,0.8
NLA06608-0436,2007,29,398,18.216,11,1.52
NLA06608-0439,2007,1056,19200,377.28,69,0.1
NLA06608-0440,2007,182,853,5.46,20,0.64
NLA06608-0442,2007,385,6559,4.496,29,0.76
NLA06608-0444,2007,42,383,10.272,7,NA
NLA06608-0445,2007,15,336,6.848,6,1.47
NLA06608-0447,2007,3,79,1.205,5,4.5
NLA06608-0449,2007,16,404,4.391,7,1.95
NLA06608-0452,2007,37,604,7.246,12,1.21
NLA06608-0453,2007,48,1056,4.314,125,0.75
NLA06608-0454,2007,16,367,3.2,15,NA
NLA06608-0456,2007,29,681,25.098,15,1.1
NLA06608-0458,2007,39,947,15.056,20,1.15
NLA06608-0459,2007,8,200,3.984,6,2.63
NLA06608-0462,2007,3,194,NA,0,7.95
NLA06608-0463,2007,82,1031,30.72,12,0.58
NLA06608-0467,2007,15,788,12.72,21,1.1
NLA06608-0468,2007,8,179,0.643,6,7.1
NLA06608-0469,2007,11,191,3.352,5,4
NLA06608-0470,2007,8,193,1.512,13,5.75
NLA06608-0471,2007,24,839,5.52,6,1.77
NLA06608-0472,2007,78,803,19.2,48,0.39
NLA06608-0473,2007,55,714,36.823,14,1.03
NLA06608-0479,2007,14,318,5.296,4,2.92
NLA06608-0480,2007,3.6666666666666665,224.33333333333334,1.3013333333333335,5.666666666666667,5.65
NLA06608-0483,2007,4,461,3.84,5,4.32
NLA06608-0484,2007,190,1519,126.4,15,0.28
NLA06608-0488,2007,162,1070,49.68,32,0.45
NLA06608-0489,2007,107,1275,24.32,38,0.5
NLA06608-0491,2007,16,665,7.2,16,NA
NLA06608-0493,2007,15,353,9.472,21,1.52
NLA06608-0494,2007,4,401,24.64,3,1.65
NLA06608-0495,2007,11,136,1.774,8,4.68
NLA06608-0496,2007,620,4372,0.694,37,NA
NLA06608-0497,2007,17,156,0.858,3,1.42
NLA06608-0498,2007,44,820,26.424,25,1.05
NLA06608-0500,2007,21,266,13.12,5,1.55
NLA06608-0501,2007,6,182,0.634,9,5.95
NLA06608-0502,2007,5,648,2.28,10,3.83
NLA06608-0503,2007,430,5916,244.8,22,0.14
NLA06608-0508,2007,283,756,28,2,0.26
NLA06608-0509,2007,4,821,1.232,10,5.5
NLA06608-0510,2007,165,2916,71.2,13,0.48
NLA06608-0511,2007,13,112,2.352,4,1.7
NLA06608-0512,2007,61,2447,11.84,25,0.71
NLA06608-0514,2007,7,1009,3.856,4,3.05
NLA06608-0515,2007,335,4984,5.92,21,0.84
NLA06608-0523,2007,115,1738,48.6,6,1.25
NLA06608-0526,2007,17,651,11.008,39,1.55
NLA06608-0528,2007,65,814,11.792,18,0.7
NLA06608-0529,2007,42,508,26.08,3,1.93
NLA06608-0530,2007,117,1016,17.76,33,1.05
NLA06608-0531,2007,57,2697,3.813,12,1.15
NLA06608-0533,2007,6,178,3.18,1,3.8
NLA06608-0537,2007,11,256,2.335,14,1.78
NLA06608-0540,2007,235,2250,95.04,23,0.21
NLA06608-0541,2007,14,329,6.016,6,1.6
NLA06608-0542,2007,15,1303,3.184,12,NA
NLA06608-0546,2007,181,4022,14.944,15,1.98
NLA06608-0547,2007,10,519,2.107,19,3.6
NLA06608-0550,2007,1,234,1.312,5,5.95
NLA06608-0551,2007,54,1361,16.8,10,1.75
NLA06608-0555,2007,8,578,5.653,6,2.03
NLA06608-0558,2007,17,1154,7.216,15,2.4
NLA06608-0560,2007,27,532,12.96,6,0.8
NLA06608-0561,2007,5,86,0.139,11,7.05
NLA06608-0562,2007,6,288,2.2506666666666666,26.666666666666668,2.5599999999999996
NLA06608-0564,2007,14,217,6.648,12,2.42
NLA06608-0565,2007,81,704,40.896,16,0.76
NLA06608-0569,2007,518,2188,54,30,0.43
NLA06608-0570,2007,12,300,3.488,19,5.06
NLA06608-0579,2007,229,2694,7.136,30,0.14
NLA06608-0580,2007,10,183,1.816,3,4.75
NLA06608-0581,2007,8,241,1.928,11,6.6
NLA06608-0582,2007,315,2709,15.696,15,1.5
NLA06608-0583,2007,590,4897,326.88,27,0.28
NLA06608-0585,2007,105,505,2.528,4,0.24
NLA06608-0587,2007,29.5,1212,18.101499999999998,5.5,0.92
NLA06608-0588,2007,589,1729,7.467,30,0.09
NLA06608-0590,2007,46,884,NA,21,2.75
NLA06608-0591,2007,5,182,5.808,3,2.1
NLA06608-0593,2007,4,203,10.688,21,4.91
NLA06608-0594,2007,41,821,20.64,70,0.88
NLA06608-0595,2007,258,3828,106.56,28,0.27
NLA06608-0596,2007,1,96,0.986,7,5.55
NLA06608-0597,2007,22,361,7.8,5,1.26
NLA06608-0599,2007,90,1012,50.256,31,0.64
NLA06608-0606,2007,15,708,5.824,10,1.55
NLA06608-0608,2007,327,2184,102.6,15,0.42
NLA06608-0609,2007,239,3334,187.92,20,0.23
NLA06608-0610,2007,11,549,5.808,4,2.6
NLA06608-0611,2007,53,903,20.64,7,1.45
NLA06608-0614,2007,8,259,1.216,5,4.97
NLA06608-0616,2007,14,483,1.692,13,NA
NLA06608-0617,2007,40,513,2.443,8,0.93
NLA06608-0618,2007,23,257,10.173,10,0.98
NLA06608-0619,2007,7,733,2.952,11,2.35
NLA06608-0622,2007,16,508,4.4,6,1.4
NLA06608-0623,2007,43,628,23.2,14,1.15
NLA06608-0624,2007,49,1274,35.2,12,0.86
NLA06608-0625,2007,1,55,0.615,3,7.55
NLA06608-0627,2007,11,616,3.192,6,3.3
NLA06608-0628,2007,40,793,2.304,6,0.55
NLA06608-0630,2007,8,771,2.616,12,2.05
NLA06608-0632,2007,44,746,34,8,0.98
NLA06608-0634,2007,288,6800,139.68,38,0.41
NLA06608-0635,2007,18,224,5.147,6,2.03
NLA06608-0637,2007,21,454,7.408,15,4.2
NLA06608-0641,2007,49,737,25.44,16,1.8
NLA06608-0648,2007,349,8603,78.286,55,0.2
NLA06608-0649,2007,9,95,3.64,6,5.25
NLA06608-0650,2007,23,466,6.896,8,1.8
NLA06608-0651,2007,12,290,12.96,0,1.45
NLA06608-0654,2007,22,698,9.152,23,1.15
NLA06608-0657,2007,20,559,12.48,20,0.95
NLA06608-0658,2007,5,110,1.116,6,6.65
NLA06608-0659,2007,432,1593,24.144,35,1.38
NLA06608-0660,2007,8,1546,2.904,3,2.13
NLA06608-0661,2007,22,601,25.92,11,1.64
NLA06608-0662,2007,12,256,2.968,8,2.55
NLA06608-0663,2007,618,6603,273.6,36,0.13
NLA06608-0665,2007,1,86,2.496,9,2.25
NLA06608-0671,2007,19,380,1.115,6,NA
NLA06608-0672,2007,213,2273,63.36,5,0.31
NLA06608-0674,2007,3,243,1.024,11,NA
NLA06608-0677,2007,150,1864,25.72,15,0.48
NLA06608-0678,2007,52,462,8.267,10,NA
NLA06608-0679,2007,13,635,12.112,6,2.28
NLA06608-0681,2007,9,249,3.435,4,2.48
NLA06608-0686,2007,122,1343,4.208,40,NA
NLA06608-0687,2007,13,198,2.28,5,6.5
NLA06608-0690,2007,15.333333333333334,381.6666666666667,4.8533333333333335,32.666666666666664,2.21
NLA06608-0692,2007,23,631,13.76,14,2.05
NLA06608-0693,2007,4,79,1.464,6,NA
NLA06608-0696,2007,252,829,32.616,40,0.82
NLA06608-0707,2007,127,4034,5.6,26,2.15
NLA06608-0709,2007,202,2492,98.462,31,0.45
NLA06608-0710,2007,21,302,7.44,14,1.56
NLA06608-0711,2007,74,523,16.32,25,0.83
NLA06608-0712,2007,14,417,3.056,18,3.26
NLA06608-0713,2007,7,138,1.652,7,3.2
NLA06608-0715,2007,4,123,3.545,15,3.8
NLA06608-0717,2007,225,2030,216,35,0.29
NLA06608-0718,2007,616,1869,2.64,35,0.28
NLA06608-0720,2007,195,1435,19.2,9,0.78
NLA06608-0721,2007,21,441,7.104,4,2.27
NLA06608-0723,2007,24,1433,5.646,28,1.63
NLA06608-0724,2007,9,273,2.968,8,3.69
NLA06608-0726,2007,6,202,1.504,21,3.95
NLA06608-0727,2007,191,3722,130.4,26,0.32
NLA06608-0731,2007,17,1221,2.88,11,4.13
NLA06608-0733,2007,28,993,2.847,21,0.26
NLA06608-0734,2007,16,364,3.152,33,0.66
NLA06608-0738,2007,3,223,1.696,7,5.25
NLA06608-0743,2007,5,406,6.032,5,2.23
NLA06608-0744,2007,100,1243,97.488,27,0.48
NLA06608-0749,2007,50,464,13.744,36,0.53
NLA06608-0751,2007,1,99,3.616,1,2.95
NLA06608-0753,2007,15,367,8.8,6,2.2
NLA06608-0754,2007,3,251,1.152,6,4.85
NLA06608-0755,2007,1104,2216,114.6,48,0.42
NLA06608-0756,2007,3,326,10.96,9,0.95
NLA06608-0759,2007,360,4153,185.4,20,0.15
NLA06608-0761,2007,12,403,54,19,0.65
NLA06608-0762,2007,264,3940,133.2,20,0.21
NLA06608-0764,2007,58,1386,24.264,4,1.1
NLA06608-0765,2007,29,507,11.392,16,1.5
NLA06608-0766,2007,40,1673,33.936,10,1.85
NLA06608-0769,2007,16,384,15.36,6,1.78
NLA06608-0770,2007,28,1455,6.815,7,0.59
NLA06608-0771,2007,20,622,6.4,18,2.05
NLA06608-0775,2007,18,569,1.816,20,2.5
NLA06608-0779,2007,1543,3916,98.496,38,0.16
NLA06608-0781,2007,34,729,17.92,7,1.05
NLA06608-0782,2007,7,443,3.28,33,2.05
NLA06608-0783,2007,819,1896,50.933,25,0.15
NLA06608-0785,2007,15,2621,6.568,8,2.1
NLA06608-0792,2007,47,760,30.24,10,0.79
NLA06608-0793,2007,19,340,3.072,11,2.7
NLA06608-0794,2007,1.3333333333333333,79.66666666666667,0.672,7.666666666666667,10.3
NLA06608-0797,2007,24,418,4.24,13,1.53
NLA06608-0802,2007,18,361,5.232,47,1.24
NLA06608-0804,2007,13,335,5.013,8,1.78
NLA06608-0805,2007,51,755,2.272,6,1.6
NLA06608-0806,2007,20,427,8.32,39,1.25
NLA06608-0807,2007,511,1505,27.504,19,1.2
NLA06608-0808,2007,126,1748,76.8,15,0.45
NLA06608-0809,2007,13,546,3.008,1,2.3
NLA06608-0811,2007,51,1224,50.04,26,1.15
NLA06608-0812,2007,11,357,6.448,18,1.36
NLA06608-0815,2007,39,269,27.2,6,1.05
NLA06608-0820,2007,323,2841,120.8,12,0.35
NLA06608-0823,2007,7,331,2.084,9,3.95
NLA06608-0824,2007,22,309,6.229,14,1.05
NLA06608-0825,2007,88,1001,39.696,8,0.95
NLA06608-0827,2007,23,543,11.6,5,1.15
NLA06608-0828,2007,114,1510,68.4,19,0.61
NLA06608-0830,2007,1617,15563,272,68,0.06
NLA06608-0831,2007,4,44,1.304,2,3.75
NLA06608-0833,2007,1,104,0.792,0,NA
NLA06608-0834,2007,23,583,8.053,11,1.73
NLA06608-0836,2007,51,1184,2.695,14,1.5
NLA06608-0837,2007,109,1460,55.584,29,0.79
NLA06608-0842,2007,13,71,1.557,5,4.35
NLA06608-0843,2007,8,196,2.565,5,2.26
NLA06608-0846,2007,39,875,31.84,22,0.8
NLA06608-0847,2007,395,3572,189.36,16,0.23
NLA06608-0849,2007,5,189,4.696,28,3.17
NLA06608-0850,2007,19,486,2.304,7,3.4
NLA06608-0851,2007,44,1104,7.8,22,0.9
NLA06608-0856,2007,31,483,9.467,20,0.98
NLA06608-0857,2007,31,469,12.72,15,1.15
NLA06608-0859,2007,33,913,11.472,5,1.25
NLA06608-0860,2007,227,4191,8.92,10.5,0.33499999999999996
NLA06608-0862,2007,11,654,3.568,23,2.75
NLA06608-0863,2007,36,446,14.384,3,1.04
NLA06608-0864,2007,11,973,9.223,10,1.2
NLA06608-0865,2007,100,1489,83.52,15,0.45
NLA06608-0868,2007,61,1184,29.48,15,0.45
NLA06608-0869,2007,44,479,11.657,52,0.88
NLA06608-0870,2007,43,87,0.488,5,12.51
NLA06608-0871,2007,407,5378,256.32,26,0.15
NLA06608-0872,2007,276,1129,14.32,35,0.13
NLA06608-0873,2007,141,433,9.98,14,0.14
NLA06608-0874,2007,29,3441,14.16,14,1.35
NLA06608-0875,2007,16,720,6.136,15,1.75
NLA06608-0877,2007,14,878,11.8,11,0.78
NLA06608-0878,2007,18,630,6.112,7,1.65
NLA06608-0880,2007,134,1463,41.6,5,0.25
NLA06608-0881,2007,42,513,15.886,13,1.19
NLA06608-0885,2007,1386,865,23.04,15,0.56
NLA06608-0889,2007,204,404,11.925,5,0.29
NLA06608-0890,2007,8,449,3.384,28,3.5
NLA06608-0891,2007,133,1137,30.677,5,0.2
NLA06608-0893,2007,14,303,6.96,10,1.28
NLA06608-0895,2007,237,520,13.856,19,0.2
NLA06608-0899,2007,495,4472,69.192,16,0.55
NLA06608-0900,2007,48,700,15.648,16,1.2
NLA06608-0904,2007,135,1603,77.2,19,0.3
NLA06608-0905,2007,12,358,1.294,4,8.9
NLA06608-0906,2007,1,111,0.832,11,7.45
NLA06608-0913,2007,10,697,3.44,26,1.89
NLA06608-0914,2007,10,171,1.288,14,5.53
NLA06608-0915,2007,102,1410,37.872,30,0.85
NLA06608-0916,2007,16,237,1.727,0,0.6
NLA06608-0918,2007,4,244,2.384,23,2.87
NLA06608-0921,2007,7,340,19.5,9,0.78
NLA06608-0922,2007,12,226,1.243,18,1.45
NLA06608-0924,2007,447,14400,98,60,0.23
NLA06608-0925,2007,1,1160,1.018,0,11.88
NLA06608-0926,2007,4,252,1.472,4,6.7
NLA06608-0927,2007,18,498,2.715,6,2.75
