SITE_ID,YEAR,CALANOIDA,COLLOTHECACEAE,CYCLOPOIDA,DIPLOSTRACA,DIPTERA,FLOSCULARIACEAE,HARPACTICOIDA,PLOIMA,NA,POECILOSTOMATOIDA,TROMBIDIFORMES,MYSIDA,ACICULATA,CANALIPALPATA,DECAPODA,PODOCOPIDA,SESSILIA,VENEROIDA,AMPHIPODA,ARGULOIDA,ANOSTRACA,COLOR,PTL,NTL,SECCHI,CHLA
NLA12_CA-119,2012,2.5705627086666665,NA,3.8991294626666666,0.7934298705,NA,0.188442407,NA,0.798711435,0.684777139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4.1,0.114,3.995,8
NLA12_CA-121,2012,15.194320656666667,0.017092418,8.490617987666667,30.278729862625,NA,0.817124365,NA,1.6832137111111112,0.836323411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,12.3,0.334,2.33,2.8
NLA12_CA-123,2012,0.822495711,NA,2.00245390775,4.693618825333333,NA,0.004349527000000001,NA,0.20468640125,0.312520419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,9.7,0.145,3.385,2
NLA12_CA-128,2012,33.55748855,NA,1.8732485913333334,5.003831159,NA,NA,NA,2.6631553033333333,11.836858155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,29.5,0.34,2.18,5
NLA12_CA-132,2012,24.352705076666666,NA,4.520267591333333,26.329052338,NA,0.017231183,NA,0.6321221561818182,5.793180192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11.6,0.137,4.085,4
NLA12_CA-135,2012,0.756740858,NA,1.212552847,17.708642225333335,NA,0.005239654,NA,0.23380736344444444,0.310122116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5.6,0.078,7.765,3.8
NLA12_CA-138,2012,12.016523160250001,NA,0.003884076,0.45418660225,NA,NA,NA,5.361458333333334e-4,0.231875118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,10.5,0.333,NA,2.6
NLA12_CA-141,2012,13.28660451,0.007716753,25.974553273333335,19.835358882,NA,NA,NA,0.356632107,7.60273496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,33.7,0.778,1.68,21
NLA12_CA-143,2012,38.72520508833333,NA,7.831233479,70.305566322,NA,NA,NA,0.012532399166666666,1.805720806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,26.8,0.339,4.835,2.7
NLA12_CA-145,2012,NA,NA,2.6834981706666663,33.012781479750004,NA,9.903879017,NA,4.316934537363636,13.5193342815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,33.6,0.428,1.96,17
NLA12_CA-154,2012,18.90667291875,NA,1.268869817,208.8173122865,NA,2.2653831359999996,NA,0.019755039,2.00128752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,166,0.282,0.39,3.3
NLA12_CA-156,2012,NA,NA,0.027070402,0.07724487366666667,NA,NA,NA,3.3292349590000003,0.750767091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,53,0.443,0.43,31
NLA12_CA-157,2012,2.660856979666667,NA,7.29689258025,37.450510271750005,NA,NA,NA,0.46114032050000003,1.766040734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4.1,0.0698,2.49,3.4
NLA12_CA-166,2012,12.8542984535,0.032509492,0.162512696,66.67271245133333,NA,1.02868252,NA,0.9063341713333334,0.810700973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4.1,0.162,NA,0.5
NLA12_CA-167,2012,0.9805027473333334,0.002584367,0.9586404426666667,12.040962263142857,NA,0.001512856,NA,0.2196304349090909,0.186998207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,4.1,0.112,4.865,1.3
NLA12_CA-168,2012,0.313443719,1.239467615,0.265484347,7.287012775000001,NA,NA,NA,6.7040747445,1.094427566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,434,2.38,0.805,111
NLA12_CA-172,2012,3.871074202,NA,2.09924226,937.6398861,NA,0.013093731,NA,1.5665099145,2.080608403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,14.8,0.265,12.3,0.8
NLA12_CA-174,2012,4.9635577922500005,2.12377e-4,0.8528419103333333,26.960980325333335,NA,0.0039827025,NA,0.1256551017,1.631727766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,77.7,0.731,3.28,6.7
NLA12_CA-180,2012,0.351453221,0.042556599,1.2619862333333334,2.0958505096666666,NA,0.063135052,NA,0.2847395419285714,0.751595258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,4.1,0.127,4.9,3.4
NLA12_CA-181,2012,20.378170046333334,0.03646818,0.36388637150000003,0.7852042158571428,NA,0.018348251,NA,1.8969391512222222,7.209363151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,39.7,0.319,2.26,6
NLA12_CA-188,2012,40.82392106575,NA,64.7222362055,68.75462641766666,NA,NA,NA,0.0452085595,3.335626538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,25.6,0.593,1.875,13
NLA12_CA-190,2012,28.99652738375,0.00782859,48.0089603,113.37223582266667,NA,0.16711233566666667,NA,1.1111927425384616,5.871185355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,123,1.32,0.315,33
NLA12_CA-200,2012,7.867357775,NA,9.793140652666667,23.43122843,NA,NA,NA,0.39744814475,0.4309870775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4.1,0.152,10.2,1.4
NLA12_CA-206,2012,NA,NA,NA,0.0049704,NA,0.012874783999999998,NA,0.8303993054000001,0.119331682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5.6,0.0711,3.8,1.6
NLA12_CA-208,2012,38.318429175,NA,0.155348641,6.4643566108,NA,0.058900346,NA,0.054227835875,4.004376297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,29.9,2.61,NA,9
NLA12_CA-212,2012,2.7080500186666665,NA,NA,28.268538075000002,NA,NA,NA,0.999751245,0.003174421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,8.3,0.175,4.57,2
NLA12_CA-223,2012,0.223669874,0.051953808,7.0086216115,21.847829369285716,NA,0.001483372,NA,0.1848008497142857,0.044491588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4.1,0.0668,8.515,0.8
NLA12_CA-R01,2012,4.472807729,NA,17.940963343,57.2323020155,NA,NA,NA,0.888644838,2.49214604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,31,0.174,4.85,0.636
NLA12_CA-R02,2012,2.9434596505000004,NA,3.6998318786666666,15.885268515249999,NA,0.004619576,NA,0.0037714695833333334,0.100094914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,40,0.14,3.5,1.508
NLA12_CA-R03,2012,NA,NA,0.073639721,0.0407469,NA,NA,NA,0.1644417029,0.0861504865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,16,0.121,3.45,5.04
NLA12_CA-R05,2012,0.682870441,0.027139118,0.101207478,16.44350165375,NA,10.74913132,NA,6.213096040333333,0.288062815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6,0.068,NA,0.592
NLA12_CA-R06,2012,NA,0.143117523,0.164447408,24.7017979532,NA,0.061056978,NA,0.9970605109999999,0.015443343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,33,0.294,6,0.650666667
NLA12_CA-R09,2012,0.2674873075,NA,0.07091389666666667,0.1585735857142857,NA,NA,NA,0.11053444845454546,0.092543092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,14,0.15,NA,0.422
NLA12_CA-R10,2012,NA,0.003243273,1.364953493,0.6253319646666666,NA,0.056541219499999996,NA,0.9317994481111112,0.3934968005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,59,0.289,2.35,1.944
NLA12_CA-R12,2012,2.6899452446666667,0.00401849,NA,29.033384642333335,NA,NA,NA,0.02730085733333333,0.304803952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,10,0.281,5.5,0.0664
NLA12_CA-R13,2012,5.661865612,NA,3.665285236,17.395802199,NA,0.177771749,NA,0.08895880425,0.481970098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,11,0.074,10.5,0.493
NLA12_CO-101,2012,1.0192228598,NA,0.6582270536666667,1.213986378,NA,6.0176799325,NA,17.211431351,1.161449997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.5,100,3.2945,0.33999999999999997,38.533500000000004
NLA12_CO-102,2012,4.126203693833333,NA,16.790878763714286,197.54823741299998,NA,0.0736876025,NA,0.33046464375,2.1947009055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,29,0.135,7.09,0.92
NLA12_CO-103,2012,4.6285974822,NA,17.886021234857143,12.132449886,NA,0.043232681,NA,1.3698689430909092,6.7063634725000005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,17,0.331,0.925,4.768
NLA12_CO-104,2012,0.159101519,NA,24.409259815,0.6447082458000001,NA,NA,NA,1.1148951277692307,1.56472127875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,435,6.2,0.27,218
NLA12_CO-105,2012,32.886458712999996,0.005048021,1.6062443610000001,214.09579255566666,NA,2.1058285754285713,NA,2.007303417666667,0.950986567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,114,1.079,0.315,101.3
NLA12_CO-106,2012,23.671978880333334,NA,13.829060113,33.632478573444445,NA,0.4128502808333333,NA,0.5143681315384615,4.2693456780000005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,15,0.235,2.95,2.2
NLA12_CO-107,2012,NA,NA,2.707807326333333,11.684756125,NA,0.002717996,NA,0.11248207560000001,0.38056321049999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,16,0.104,7.39,1.224
NLA12_CO-108,2012,NA,NA,10.3037036795,10.951260873,NA,NA,NA,0.9287223075454546,1.220993118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,25,0.071,NA,0.371
NLA12_CO-109,2012,1.0373714715,NA,5.709826408500001,22.1612342986,NA,NA,NA,1.4995676208,1.0714030825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,16,0.215,3.05,5.993
NLA12_CO-110,2012,30.467314576499998,NA,61.862887343333334,55.912069123363636,NA,0.026180622,NA,22.379333859333336,6.5282015335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,43,0.824,0.62,15.62
NLA12_CO-111,2012,0.1294869122,0.003047515,0.35141502474999997,0.4414835245,NA,0.017394965,NA,8.9954967708,1.944124336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,26,0.14,0.76,3.513333333
NLA12_CO-114,2012,10.54880688,NA,4.105157435666667,502.7342217,NA,0.012064721,NA,0.5302733546666667,1.296696449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,37,0.345,1.395,5.8
NLA12_CO-115,2012,30.09742445066667,0.054480154,0.037874935,145.805767461,NA,1.854974084,NA,0.20251142933333335,0.828295325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,14,0.244,NA,3.04
NLA12_CO-117,2012,0.180144844,NA,56.725001496666664,4.072142775,NA,NA,NA,2.0539759846666668,9.234121168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,33,0.538,1.675,6.102857143
NLA12_CO-119,2012,0.1701895755,NA,NA,142.552636463,NA,0.004300855,NA,0.05636490016666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,5,0.398,10.4,1.16
NLA12_CO-121,2012,NA,NA,9.616363132666667,193.223257775,NA,NA,NA,11.402122353000001,0.368662045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,84,0.255,NA,3.946666667
NLA12_CO-124,2012,1.920094033,NA,4.588844261,140.79400907624998,NA,NA,NA,0.016507945333333333,6.008073241999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,110,1.48,3.675,0.525
NLA12_CO-125,2012,NA,NA,24.710819243333333,69.61657069,NA,0.058589384,NA,1.1847423393333334,1.920023509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,11,0.061,5.75,1.264
NLA12_CO-127,2012,6.545199821333333,NA,13.35577441275,572.177305049,NA,NA,NA,0.07429573025,0.57027984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,712,0.936,2.085,97.2
NLA12_CO-129,2012,0.145241425,0.006133561,0.169627721,0.12494563325,NA,0.016854997,0.008500743,0.28205169036363636,0.025194329666666664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,45,0.744,2.1,3.104
NLA12_CO-130,2012,NA,NA,14.003313130666667,1.2611331073333332,NA,0.287270389,NA,5.082991067,1.735421995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,9,0.185,3.505,5.187692308
NLA12_CO-131,2012,0.621189886,NA,19.473225178,243.3775100418,NA,NA,NA,1.5599916653333334,9.261721117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,47.5,0.41700000000000004,3.1125,12.5737362615
NLA12_CO-133,2012,5.245849004,NA,0.920551541,5.1323270039999995,NA,NA,NA,98.43872208500001,1.273147343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,14,0.09,NA,1.104
NLA12_CO-R01,2012,15.075683326999998,0.064098543,NA,50.20576526,NA,NA,NA,0.08807341525,0.134144717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,36,0.116,7.6,1.372
NLA12_CO-R04,2012,4.07100367575,NA,3.283442020333333,41.75397064016666,NA,0.012883746,NA,1.4813546714999999,1.638079236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,20,0.118,5.75,2.293333333
NLA12_CO-R07,2012,46.295249045333335,NA,0.111191462,85.9326666322,NA,NA,NA,0.0787502662,5.5506138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,120,0.265,3.05,2.116
NLA12_CO-R10,2012,24.01305572,NA,2.761296595666667,8.6333380565,NA,0.236095563,NA,3.29230500775,12.76026377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,28,0.666,2.55,5.136
NLA12_CT-101,2012,27.319867937166666,0.045200117,7.9996600262,15.599876085411765,NA,7.9244848359999995,NA,3.963962625972222,9.003916753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.5,28,0.35,1.71,6.752
NLA12_CT-102,2012,2.267434455,0.004583188,0.457654023,8.23769308375,NA,0.05630267875,NA,0.07336027117647059,0.7326107525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,0.176,6.85,1.52
NLA12_CT-103,2012,6.1356003924,0.0098836275,4.6746147773,1.5481989868181818,NA,0.10208534016666668,NA,0.3834118449090909,1.315641078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,19,0.205,4.65,2.324
NLA12_CT-104,2012,3.1194329002,0.005807203,6.2234929515,17.724541184499998,NA,3.1795288553333334,NA,0.856542191,5.0897463195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,48,0.825,1.45,28.404
NLA12_CT-105,2012,NA,0.28841715149999997,26.972262416666666,9.407110588888889,NA,0.010542056,NA,0.44663773557894737,0.5823637353333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,69,0.763,1.1,26.08
NLA12_CT-107,2012,6.486888441,0.127968112,2.748594668,6.224281461,NA,3.3870465414999997,NA,0.7930600895,14.25701737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,18,0.244,2.25,4.277333333
NLA12_CT-108,2012,17.097472363333335,NA,7.0252581625,9.6549527788,NA,NA,NA,2.127391622,25.63793781,0.220356198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,28,0.311,2.5,7.84
